2023-08-04 23:05:19,189:INFO:Garage Door Object with name two_car created
2023-08-04 23:05:19,190:INFO:Garage Door Object with name one_car created
2023-08-04 23:06:32,373:INFO:Garage Door Object with name two_car created
2023-08-04 23:06:32,374:INFO:Garage Door Object with name one_car created
2023-08-04 23:07:12,651:INFO:Garage Door Object with name two_car created
2023-08-04 23:07:12,652:INFO:Garage Door Object with name one_car created
2023-08-04 23:11:02,640:INFO:Garage Door Object with name two_car created
2023-08-04 23:11:02,641:INFO:Garage Door Object with name one_car created
2023-08-04 23:20:51,199:INFO:Garage Door Object with name two_car created
2023-08-04 23:20:51,200:INFO:Garage Door Object with name one_car created
2023-08-04 23:21:12,240:INFO:Garage Door Object with name two_car created
2023-08-04 23:21:12,241:INFO:Garage Door Object with name one_car created
2023-08-04 23:23:00,922:INFO:Garage Door Object with name two_car created
2023-08-04 23:23:00,923:INFO:Garage Door Object with name one_car created
2023-08-04 23:24:21,901:INFO:Garage Door Object with name two_car created
2023-08-04 23:24:21,902:INFO:Garage Door Object with name one_car created
2023-08-04 23:26:07,144:INFO:Garage Door Object with name two_car created
2023-08-04 23:26:07,145:INFO:Garage Door Object with name one_car created
2023-08-04 23:28:50,154:INFO:Garage Door Object with name two_car created
2023-08-04 23:28:50,155:INFO:Garage Door Object with name one_car created
2023-08-04 23:29:16,941:INFO:Garage Door Object with name two_car created
2023-08-04 23:29:16,942:INFO:Garage Door Object with name one_car created
2023-08-04 23:31:33,083:INFO:Garage Door Object with name two_car created
2023-08-04 23:31:33,084:INFO:Garage Door Object with name one_car created
2023-08-05 00:51:59,977:INFO:Garage Door Object with name two_car created
2023-08-05 00:51:59,978:INFO:Garage Door Object with name one_car created
2023-08-05 01:38:45,320:INFO:Garage Door Object with name two_car created
2023-08-05 01:38:45,324:INFO:Garage Door Object with name one_car created
2023-08-05 02:01:57,918:INFO:Garage Door Object with name two_car created
2023-08-05 02:01:57,919:INFO:Garage Door Object with name one_car created
2023-08-05 02:03:38,868:INFO:Garage Door Object with name two_car created
2023-08-05 02:03:38,869:INFO:Garage Door Object with name one_car created
2023-08-05 02:08:19,705:INFO:Garage Door Object with name two_car created
2023-08-05 02:08:19,706:INFO:Garage Door Object with name one_car created
2023-08-05 02:14:29,907:INFO:two_car, un_closed
2023-08-05 02:14:29,910:INFO:two_car, closed
2023-08-05 02:14:29,913:INFO:two_car, un_closed
2023-08-05 02:14:29,916:INFO:two_car, closed
2023-08-05 02:14:29,917:INFO:two_car, un_closed
2023-08-05 02:14:29,919:INFO:two_car, closed
2023-08-05 02:14:29,921:INFO:two_car, un_closed
2023-08-05 02:14:29,926:INFO:two_car, closed
2023-08-05 02:14:29,928:INFO:two_car, un_closed
2023-08-05 02:14:30,592:INFO:two_car, closed
2023-08-05 02:14:31,087:INFO:two_car, un_closed
2023-08-05 02:14:31,590:INFO:two_car, closed
2023-08-05 02:14:31,882:INFO:two_car, un_closed
2023-08-05 02:14:32,327:INFO:two_car, closed
2023-08-05 02:14:32,789:INFO:two_car, un_closed
2023-08-05 02:14:33,142:INFO:two_car, closed
2023-08-05 02:14:33,638:INFO:two_car, un_closed
2023-08-05 02:14:34,010:INFO:two_car, closed
2023-08-05 02:14:34,338:INFO:two_car, un_closed
2023-08-05 02:14:34,822:INFO:two_car, closed
2023-08-05 02:14:34,824:INFO:two_car, un_closed
2023-08-05 02:14:34,825:INFO:two_car, closed
2023-08-05 02:14:35,177:INFO:two_car, un_closed
2023-08-05 02:14:35,673:INFO:two_car, closed
2023-08-05 02:14:35,696:INFO:two_car, un_closed
2023-08-05 02:14:35,697:INFO:two_car, closed
2023-08-05 02:14:35,699:INFO:two_car, un_closed
2023-08-05 02:14:35,718:INFO:two_car, closed
2023-08-05 02:14:35,790:INFO:two_car, un_closed
2023-08-05 02:14:35,791:INFO:two_car, closed
2023-08-05 02:14:35,793:INFO:two_car, un_closed
2023-08-05 02:14:36,058:INFO:two_car, closed
2023-08-05 02:14:36,066:INFO:two_car, un_closed
2023-08-05 02:14:36,067:INFO:two_car, closed
2023-08-05 02:14:36,074:INFO:two_car, un_closed
2023-08-05 02:14:36,075:INFO:two_car, closed
2023-08-05 02:14:36,079:INFO:two_car, un_closed
2023-08-05 02:14:36,080:INFO:two_car, closed
2023-08-05 02:14:36,081:INFO:two_car, un_closed
2023-08-05 02:14:36,084:INFO:two_car, closed
2023-08-05 02:14:36,086:INFO:two_car, un_closed
2023-08-05 02:14:36,087:INFO:two_car, closed
2023-08-05 02:14:36,090:INFO:two_car, un_closed
2023-08-05 02:14:36,091:INFO:two_car, closed
2023-08-05 02:14:36,093:INFO:two_car, un_closed
2023-08-05 02:14:36,095:INFO:two_car, closed
2023-08-05 02:14:36,097:INFO:two_car, un_closed
2023-08-05 02:14:36,464:INFO:two_car, closed
2023-08-05 02:14:36,466:INFO:two_car, un_closed
2023-08-05 02:14:36,560:INFO:two_car, closed
2023-08-05 02:14:36,562:INFO:two_car, un_closed
2023-08-05 02:14:36,564:INFO:two_car, closed
2023-08-05 02:14:36,565:INFO:two_car, un_closed
2023-08-05 02:14:36,569:INFO:two_car, closed
2023-08-05 02:14:36,578:INFO:two_car, un_closed
2023-08-05 02:14:36,580:INFO:two_car, closed
2023-08-05 02:14:36,590:INFO:two_car, un_closed
2023-08-05 02:14:36,591:INFO:two_car, closed
2023-08-05 02:14:36,685:INFO:two_car, un_closed
2023-08-05 02:14:36,687:INFO:two_car, closed
2023-08-05 02:14:36,688:INFO:two_car, un_closed
2023-08-05 02:14:36,689:INFO:two_car, closed
2023-08-05 02:14:36,841:INFO:two_car, un_closed
2023-08-05 02:14:36,842:INFO:two_car, closed
2023-08-05 02:14:36,844:INFO:two_car, un_closed
2023-08-05 02:14:36,883:INFO:two_car, closed
2023-08-05 02:14:36,981:INFO:two_car, un_closed
2023-08-05 02:14:36,983:INFO:two_car, closed
2023-08-05 02:14:36,984:INFO:two_car, un_closed
2023-08-05 02:14:37,063:INFO:two_car, closed
2023-08-05 02:14:37,087:INFO:two_car, un_closed
2023-08-05 02:14:37,088:INFO:two_car, closed
2023-08-05 02:14:37,097:INFO:two_car, un_closed
2023-08-05 02:14:37,098:INFO:two_car, closed
2023-08-05 02:14:37,104:INFO:two_car, un_closed
2023-08-05 02:14:37,106:INFO:two_car, closed
2023-08-05 02:14:37,110:INFO:two_car, un_closed
2023-08-05 02:14:37,112:INFO:two_car, closed
2023-08-05 02:14:37,114:INFO:two_car, un_closed
2023-08-05 02:14:37,117:INFO:two_car, closed
2023-08-05 02:14:37,119:INFO:two_car, un_closed
2023-08-05 02:14:37,121:INFO:two_car, closed
2023-08-05 02:14:37,123:INFO:two_car, un_closed
2023-08-05 02:14:37,241:INFO:two_car, closed
2023-08-05 02:14:37,246:INFO:two_car, un_closed
2023-08-05 02:14:37,254:INFO:two_car, closed
2023-08-05 02:14:37,263:INFO:two_car, un_closed
2023-08-05 02:14:37,265:INFO:two_car, closed
2023-08-05 02:14:37,267:INFO:two_car, un_closed
2023-08-05 02:14:37,268:INFO:two_car, closed
2023-08-05 02:14:37,271:INFO:two_car, un_closed
2023-08-05 02:14:37,404:INFO:two_car, closed
2023-08-05 02:14:37,466:INFO:two_car, un_closed
2023-08-05 02:14:37,468:INFO:two_car, closed
2023-08-05 02:14:37,469:INFO:two_car, un_closed
2023-08-05 02:14:37,583:INFO:two_car, closed
2023-08-05 02:14:37,658:INFO:two_car, un_closed
2023-08-05 02:14:37,720:INFO:two_car, closed
2023-08-05 02:14:37,721:INFO:two_car, un_closed
2023-08-05 02:14:37,723:INFO:two_car, closed
2023-08-05 02:14:37,790:INFO:two_car, un_closed
2023-08-05 02:14:37,862:INFO:two_car, closed
2023-08-05 02:14:37,864:INFO:two_car, un_closed
2023-08-05 02:14:37,866:INFO:two_car, closed
2023-08-05 02:14:37,869:INFO:two_car, un_closed
2023-08-05 02:14:37,870:INFO:two_car, closed
2023-08-05 02:14:37,925:INFO:two_car, un_closed
2023-08-05 02:14:37,927:INFO:two_car, closed
2023-08-05 02:14:37,928:INFO:two_car, un_closed
2023-08-05 02:14:37,930:INFO:two_car, closed
2023-08-05 02:14:37,932:INFO:two_car, un_closed
2023-08-05 02:14:38,175:INFO:two_car, closed
2023-08-05 02:14:38,176:INFO:two_car, un_closed
2023-08-05 02:14:38,218:INFO:two_car, closed
2023-08-05 02:14:38,314:INFO:two_car, un_closed
2023-08-05 02:14:40,706:INFO:two_car, open
2023-08-05 02:14:40,708:INFO:two_car, un_open
2023-08-05 02:14:40,712:INFO:two_car, open
2023-08-05 02:14:40,714:INFO:two_car, un_open
2023-08-05 02:14:40,715:INFO:two_car, open
2023-08-05 02:14:40,717:INFO:two_car, un_open
2023-08-05 02:14:40,718:INFO:two_car, open
2023-08-05 02:14:40,720:INFO:two_car, un_open
2023-08-05 02:14:40,721:INFO:two_car, open
2023-08-05 02:14:40,724:INFO:two_car, un_open
2023-08-05 02:14:40,725:INFO:two_car, open
2023-08-05 02:14:40,727:INFO:two_car, un_open
2023-08-05 02:14:40,728:INFO:two_car, open
2023-08-05 02:14:40,737:INFO:two_car, un_open
2023-08-05 02:14:40,738:INFO:two_car, open
2023-08-05 02:14:40,748:INFO:two_car, un_open
2023-08-05 02:14:40,770:INFO:two_car, open
2023-08-05 02:14:40,773:INFO:two_car, un_open
2023-08-05 02:14:40,775:INFO:two_car, open
2023-08-05 02:14:40,776:INFO:two_car, un_open
2023-08-05 02:14:40,777:INFO:two_car, open
2023-08-05 02:14:40,784:INFO:two_car, un_open
2023-08-05 02:14:40,814:INFO:two_car, open
2023-08-05 02:14:40,815:INFO:two_car, un_open
2023-08-05 02:14:40,840:INFO:two_car, open
2023-08-05 02:14:40,845:INFO:two_car, un_open
2023-08-05 02:14:40,900:INFO:two_car, open
2023-08-05 02:14:41,030:INFO:two_car, un_open
2023-08-05 02:14:41,056:INFO:two_car, open
2023-08-05 02:14:41,075:INFO:two_car, un_open
2023-08-05 02:14:41,076:INFO:two_car, open
2023-08-05 02:14:41,089:INFO:two_car, un_open
2023-08-05 02:14:41,091:INFO:two_car, open
2023-08-05 02:14:41,092:INFO:two_car, un_open
2023-08-05 02:14:41,096:INFO:two_car, open
2023-08-05 02:14:41,098:INFO:two_car, un_open
2023-08-05 02:14:41,100:INFO:two_car, open
2023-08-05 02:14:41,102:INFO:two_car, un_open
2023-08-05 02:14:41,103:INFO:two_car, open
2023-08-05 02:14:41,105:INFO:two_car, un_open
2023-08-05 02:14:41,745:INFO:two_car, open
2023-08-05 02:14:41,761:INFO:two_car, un_open
2023-08-05 02:14:41,762:INFO:two_car, open
2023-08-05 02:14:41,768:INFO:two_car, un_open
2023-08-05 02:14:41,775:INFO:two_car, open
2023-08-05 02:14:41,893:INFO:two_car, un_open
2023-08-05 02:14:41,942:INFO:two_car, open
2023-08-05 02:14:42,128:INFO:two_car, un_open
2023-08-05 02:14:42,130:INFO:two_car, open
2023-08-05 02:14:42,131:INFO:two_car, un_open
2023-08-05 02:14:42,132:INFO:two_car, open
2023-08-05 02:14:42,137:INFO:two_car, un_open
2023-08-05 02:14:42,138:INFO:two_car, open
2023-08-05 02:14:42,139:INFO:two_car, un_open
2023-08-05 02:14:42,141:INFO:two_car, open
2023-08-05 02:14:42,146:INFO:two_car, un_open
2023-08-05 02:14:42,148:INFO:two_car, open
2023-08-05 02:14:42,150:INFO:two_car, un_open
2023-08-05 02:14:42,151:INFO:two_car, open
2023-08-05 02:14:42,153:INFO:two_car, un_open
2023-08-05 02:14:42,155:INFO:two_car, open
2023-08-05 02:14:42,156:INFO:two_car, un_open
2023-08-05 02:14:42,158:INFO:two_car, open
2023-08-05 02:14:42,159:INFO:two_car, un_open
2023-08-05 02:14:42,169:INFO:two_car, open
2023-08-05 02:14:42,170:INFO:two_car, un_open
2023-08-05 02:14:42,434:INFO:two_car, open
2023-08-05 02:14:42,440:INFO:two_car, un_open
2023-08-05 02:14:42,441:INFO:two_car, open
2023-08-05 02:14:42,452:INFO:two_car, un_open
2023-08-05 02:14:42,453:INFO:two_car, open
2023-08-05 02:14:42,457:INFO:two_car, un_open
2023-08-05 02:14:42,458:INFO:two_car, open
2023-08-05 02:14:42,791:INFO:two_car, un_open
2023-08-05 02:14:42,813:INFO:two_car, open
2023-08-05 02:14:42,815:INFO:two_car, un_open
2023-08-05 02:14:42,816:INFO:two_car, open
2023-08-05 02:14:42,817:INFO:two_car, un_open
2023-08-05 02:14:42,823:INFO:two_car, open
2023-08-05 02:14:42,825:INFO:two_car, un_open
2023-08-05 02:14:42,827:INFO:two_car, open
2023-08-05 02:14:42,829:INFO:two_car, un_open
2023-08-05 02:14:42,830:INFO:two_car, open
2023-08-05 02:14:42,832:INFO:two_car, un_open
2023-08-05 02:14:42,834:INFO:two_car, open
2023-08-05 02:14:42,836:INFO:two_car, un_open
2023-08-05 02:14:42,990:INFO:two_car, open
2023-08-05 02:14:42,992:INFO:two_car, un_open
2023-08-05 02:14:42,994:INFO:two_car, open
2023-08-05 02:14:43,007:INFO:two_car, un_open
2023-08-05 02:14:43,009:INFO:two_car, open
2023-08-05 02:14:43,010:INFO:two_car, un_open
2023-08-05 02:14:43,012:INFO:two_car, open
2023-08-05 02:14:43,014:INFO:two_car, un_open
2023-08-05 02:14:43,015:INFO:two_car, open
2023-08-05 02:14:43,017:INFO:two_car, un_open
2023-08-05 02:14:43,019:INFO:two_car, open
2023-08-05 02:14:43,061:INFO:two_car, un_open
2023-08-05 02:14:43,121:INFO:two_car, open
2023-08-05 02:14:43,146:INFO:two_car, un_open
2023-08-05 02:14:43,164:INFO:two_car, open
2023-08-05 02:14:43,172:INFO:two_car, un_open
2023-08-05 02:14:43,173:INFO:two_car, open
2023-08-05 02:14:43,177:INFO:two_car, un_open
2023-08-05 02:14:43,178:INFO:two_car, open
2023-08-05 02:14:43,182:INFO:two_car, un_open
2023-08-05 02:14:43,185:INFO:two_car, open
2023-08-05 02:14:43,188:INFO:two_car, un_open
2023-08-05 02:14:43,197:INFO:two_car, open
2023-08-05 02:14:43,199:INFO:two_car, un_open
2023-08-05 02:14:43,201:INFO:two_car, open
2023-08-05 02:14:43,202:INFO:two_car, un_open
2023-08-05 02:14:43,204:INFO:two_car, open
2023-08-05 02:14:43,205:INFO:two_car, un_open
2023-08-05 02:14:43,206:INFO:two_car, open
2023-08-05 02:14:43,216:INFO:two_car, un_open
2023-08-05 02:14:43,220:INFO:two_car, open
2023-08-05 02:14:43,222:INFO:two_car, un_open
2023-08-05 02:14:43,223:INFO:two_car, open
2023-08-05 02:14:43,224:INFO:two_car, un_open
2023-08-05 02:14:43,226:INFO:two_car, open
2023-08-05 02:14:43,227:INFO:two_car, un_open
2023-08-05 02:14:43,229:INFO:two_car, open
2023-08-05 02:14:43,231:INFO:two_car, un_open
2023-08-05 02:14:43,232:INFO:two_car, open
2023-08-05 02:14:43,236:INFO:two_car, un_open
2023-08-05 02:14:43,237:INFO:two_car, open
2023-08-05 02:14:43,239:INFO:two_car, un_open
2023-08-05 02:14:43,246:INFO:two_car, open
2023-08-05 02:14:43,253:INFO:two_car, un_open
2023-08-05 02:14:43,256:INFO:two_car, open
2023-08-05 02:14:43,257:INFO:two_car, un_open
2023-08-05 02:14:43,258:INFO:two_car, open
2023-08-05 02:14:43,261:INFO:two_car, un_open
2023-08-05 02:14:43,263:INFO:two_car, open
2023-08-05 02:14:43,264:INFO:two_car, un_open
2023-08-05 02:14:43,271:INFO:two_car, open
2023-08-05 02:14:43,280:INFO:two_car, un_open
2023-08-05 02:14:43,281:INFO:two_car, open
2023-08-05 02:14:43,282:INFO:two_car, un_open
2023-08-05 02:14:43,285:INFO:two_car, open
2023-08-05 02:14:43,287:INFO:two_car, un_open
2023-08-05 02:14:43,288:INFO:two_car, open
2023-08-05 02:14:43,481:INFO:two_car, un_open
2023-08-05 02:14:43,707:INFO:two_car, open
2023-08-05 02:14:43,709:INFO:two_car, un_open
2023-08-05 02:14:43,711:INFO:two_car, open
2023-08-05 02:14:43,766:INFO:two_car, un_open
2023-08-05 02:14:43,768:INFO:two_car, open
2023-08-05 02:14:43,769:INFO:two_car, un_open
2023-08-05 02:14:43,770:INFO:two_car, open
2023-08-05 02:14:43,772:INFO:two_car, un_open
2023-08-05 02:14:43,774:INFO:two_car, open
2023-08-05 02:14:43,783:INFO:two_car, un_open
2023-08-05 02:14:43,786:INFO:two_car, open
2023-08-05 02:14:43,796:INFO:two_car, un_open
2023-08-05 02:14:43,800:INFO:two_car, open
2023-08-05 02:14:43,841:INFO:two_car, un_open
2023-08-05 02:14:43,842:INFO:two_car, open
2023-08-05 02:14:43,847:INFO:two_car, un_open
2023-08-05 02:14:43,964:INFO:two_car, open
2023-08-05 02:14:43,965:INFO:two_car, un_open
2023-08-05 02:14:43,967:INFO:two_car, open
2023-08-05 02:14:44,013:INFO:two_car, un_open
2023-08-05 02:14:44,015:INFO:two_car, open
2023-08-05 02:14:44,060:INFO:two_car, un_open
2023-08-05 02:14:44,062:INFO:two_car, open
2023-08-05 02:14:44,068:INFO:two_car, un_open
2023-08-05 02:14:44,069:INFO:two_car, open
2023-08-05 02:14:44,071:INFO:two_car, un_open
2023-08-05 02:14:44,072:INFO:two_car, open
2023-08-05 02:14:44,074:INFO:two_car, un_open
2023-08-05 02:14:45,707:INFO:one_car, closed
2023-08-05 02:14:45,709:INFO:one_car, un_closed
2023-08-05 02:14:45,714:INFO:one_car, closed
2023-08-05 02:14:45,916:INFO:one_car, un_closed
2023-08-05 02:14:45,918:INFO:one_car, closed
2023-08-05 02:14:46,082:INFO:one_car, un_closed
2023-08-05 02:14:46,083:INFO:one_car, closed
2023-08-05 02:14:46,085:INFO:one_car, un_closed
2023-08-05 02:14:46,086:INFO:one_car, closed
2023-08-05 02:14:46,088:INFO:one_car, un_closed
2023-08-05 02:14:46,089:INFO:one_car, closed
2023-08-05 02:14:46,091:INFO:one_car, un_closed
2023-08-05 02:14:46,093:INFO:one_car, closed
2023-08-05 02:14:46,094:INFO:one_car, un_closed
2023-08-05 02:14:46,421:INFO:one_car, closed
2023-08-05 02:14:46,423:INFO:one_car, un_closed
2023-08-05 02:14:46,433:INFO:one_car, closed
2023-08-05 02:14:46,434:INFO:one_car, un_closed
2023-08-05 02:14:46,436:INFO:one_car, closed
2023-08-05 02:14:46,438:INFO:one_car, un_closed
2023-08-05 02:14:46,439:INFO:one_car, closed
2023-08-05 02:14:46,451:INFO:one_car, un_closed
2023-08-05 02:14:46,452:INFO:one_car, closed
2023-08-05 02:14:46,479:INFO:one_car, un_closed
2023-08-05 02:14:46,623:INFO:one_car, closed
2023-08-05 02:14:46,682:INFO:one_car, un_closed
2023-08-05 02:14:46,953:INFO:one_car, closed
2023-08-05 02:14:46,954:INFO:one_car, un_closed
2023-08-05 02:14:47,223:INFO:one_car, closed
2023-08-05 02:14:47,225:INFO:one_car, un_closed
2023-08-05 02:14:47,247:INFO:one_car, closed
2023-08-05 02:14:47,249:INFO:one_car, un_closed
2023-08-05 02:14:47,250:INFO:one_car, closed
2023-08-05 02:14:47,257:INFO:one_car, un_closed
2023-08-05 02:14:47,259:INFO:one_car, closed
2023-08-05 02:14:47,270:INFO:one_car, un_closed
2023-08-05 02:14:47,271:INFO:one_car, closed
2023-08-05 02:14:47,273:INFO:one_car, un_closed
2023-08-05 02:14:47,413:INFO:one_car, closed
2023-08-05 02:14:47,416:INFO:one_car, un_closed
2023-08-05 02:14:47,905:INFO:one_car, closed
2023-08-05 02:14:47,941:INFO:one_car, un_closed
2023-08-05 02:14:47,952:INFO:one_car, closed
2023-08-05 02:14:47,959:INFO:one_car, un_closed
2023-08-05 02:14:48,541:INFO:one_car, closed
2023-08-05 02:14:48,542:INFO:one_car, un_closed
2023-08-05 02:14:48,550:INFO:one_car, closed
2023-08-05 02:14:48,552:INFO:one_car, un_closed
2023-08-05 02:14:48,553:INFO:one_car, closed
2023-08-05 02:14:48,555:INFO:one_car, un_closed
2023-08-05 02:14:48,556:INFO:one_car, closed
2023-08-05 02:14:48,565:INFO:one_car, un_closed
2023-08-05 02:14:48,567:INFO:one_car, closed
2023-08-05 02:14:48,568:INFO:one_car, un_closed
2023-08-05 02:14:48,571:INFO:one_car, closed
2023-08-05 02:14:48,576:INFO:one_car, un_closed
2023-08-05 02:14:48,577:INFO:one_car, closed
2023-08-05 02:14:48,579:INFO:one_car, un_closed
2023-08-05 02:14:48,590:INFO:one_car, closed
2023-08-05 02:14:48,592:INFO:one_car, un_closed
2023-08-05 02:14:48,593:INFO:one_car, closed
2023-08-05 02:14:48,596:INFO:one_car, un_closed
2023-08-05 02:14:48,598:INFO:one_car, closed
2023-08-05 02:14:48,600:INFO:one_car, un_closed
2023-08-05 02:14:48,601:INFO:one_car, closed
2023-08-05 02:14:48,604:INFO:one_car, un_closed
2023-08-05 02:14:48,607:INFO:one_car, closed
2023-08-05 02:14:48,608:INFO:one_car, un_closed
2023-08-05 02:14:48,708:INFO:one_car, closed
2023-08-05 02:14:48,709:INFO:one_car, un_closed
2023-08-05 02:14:48,713:INFO:one_car, closed
2023-08-05 02:14:48,714:INFO:one_car, un_closed
2023-08-05 02:14:49,017:INFO:one_car, closed
2023-08-05 02:14:49,324:INFO:one_car, un_closed
2023-08-05 02:14:49,326:INFO:one_car, closed
2023-08-05 02:14:49,328:INFO:one_car, un_closed
2023-08-05 02:14:49,338:INFO:one_car, closed
2023-08-05 02:14:49,577:INFO:one_car, un_closed
2023-08-05 02:14:49,751:INFO:one_car, closed
2023-08-05 02:14:50,112:INFO:one_car, un_closed
2023-08-05 02:14:50,113:INFO:one_car, closed
2023-08-05 02:14:50,249:INFO:one_car, un_closed
